Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.00063324 outside of range: 46.0
Cavity Temperature 46.028984391 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.048728943 outside of range: 46.0
Cavity Temperature 46.069574055 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.095878601 outside of range: 46.0
Cavity Temperature 46.101753395 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.14238739 outside of range: 46.0
Cavity Temperature 46.160941756 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.187583923 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.233207703 outside of range: 46.0
Cavity Temperature 46.255952935 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.277305603 outside of range: 46.0
Cavity Temperature 46.304443761 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.320274353 outside of range: 46.0
Cavity Temperature 46.321183456 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.363456726 outside of range: 46.0
Cavity Temperature 46.387239235 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.405296326 outside of range: 46.0
Cavity Temperature 46.439573669 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.447044373 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.488304138 outside of range: 46.0
Cavity Temperature 46.504803868 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.528495789 outside of range: 46.0
Cavity Temperature 46.542298086 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.568229675 outside of range: 46.0
Cavity Temperature 46.60300044 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.605766296 outside of range: 46.0
Cavity Temperature 46.633229226 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.643577576 outside of range: 46.0
Cavity Temperature 46.660708538 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.68056488 outside of range: 46.0
Cavity Temperature 46.703616895 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.717063904 outside of range: 46.0
Cavity Temperature 46.735480459 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.75276947 outside of range: 46.0
Cavity Temperature 46.774028015 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
Cavity Temperature 46.788200378 outside of range: 46.0
