DATA_HEADER,DATE,TIME,SECONDS,NANOSECONDS,DIAG,GPS_LAT,GPS_LONG,GPS_ELEV,GPS_NUMSAT,GPS_HORIZDILUTION,GPS_GEOIDALHEIGHT,GPS_VELOCITY,GPS_DIRECTION,SONIC_U,SONIC_V,SONIC_W,SONIC_SOS,SONIC_TEMP,SONIC_AIN1,SONIC_AIN2,SONIC_AIN3,SONIC_AIN4,SONIC_PRT,CH4D,CH4,CH4_TEMP,CH4_PRESSURE,CH4_RSSI,CH4_DROPRATE,CH4_AUX1,CH4_AUX2,CH4_AUX3,CH4_AUX4
DATA,2015-10-13,13:42:42,1444765362,0,0,40.5745154933,105.083588285,1533.7,6,1.6,-20.9,0.468144,254.54,0.15,-0.1,0.36,349.41,29.94,2.4219,2.4212,2.4219,2.4231,0,0.0788413,2.00235,28.0488,84.9879,62.472,0,7.83392e-05,0,7.83392e-05,7.83392e-05
DATA,2015-10-13,13:42:42,1444765362,100000000,0,40.57451514,105.083588757,1533.7,6,1.6,-20.9,0.6019,217.05,-0.02,-0.06,0.34,349.37,29.87,2.4212,2.4206,2.4219,2.4231,0,0.0789633,2.00538,28.0437,84.9902,62.4865,0,7.83404e-05,-3.91727e-05,3.9169e-05,3.9169e-05
DATA,2015-10-13,13:42:42,1444765362,200000000,0,40.574514655,105.083589248,1533.7,6,1.6,-20.9,0.6019,217.05,0.08,0.11,0.34,349.24,29.65,2.4225,2.4212,2.4225,2.4231,0,0.0790091,2.00642,28.0287,84.9873,62.4982,0,3.9169e-05,-3.91714e-05,-3.91714e-05,0
DATA,2015-10-13,13:42:42,1444765362,300000000,0,40.5745143417,105.083589492,1533.7,6,1.6,-20.9,0.6019,217.05,0.03,0.04,0.37,349.26,29.68,2.4212,2.4206,2.4225,2.4231,0,0.078816,2.00141,28.018,84.9879,62.0269,0,0.000117511,3.91702e-05,3.91702e-05,0
DATA,2015-10-13,13:42:42,1444765362,400000000,0,40.574513935,105.08358984,1533.7,6,1.6,-20.9,0.6019,217.05,0.23,0.12,0.43,349.3,29.75,2.4219,2.4206,2.4225,2.4231,0,0.0789892,2.00568,28.0051,84.9873,62.137,0,0.000117509,3.9169e-05,7.83392e-05,0.000117509
DATA,2015-10-13,13:42:42,1444765362,500000000,0,40.5745134633,105.083590177,1533.7,6,1.6,-20.9,0.6019,217.05,0.27,0.1,0.38,349.34,29.82,2.4219,2.4206,2.4225,2.4231,0,0.0789172,2.00372,27.9917,84.989,62.3899,0,-1.226e-09,-3.91714e-05,-1.226e-09,0
DATA,2015-10-13,13:42:42,1444765362,600000000,0,40.57451304,105.083590417,1533.7,6,1.6,-20.9,0.6019,217.05,0.44,0.1,0.41,349.38,29.89,2.4219,2.4206,2.4219,2.4231,0,0.0787975,2.00067,27.9903,84.989,62.3171,0,7.83404e-05,3.91702e-05,3.91702e-05,7.83404e-05
DATA,2015-10-13,13:42:42,1444765362,700000000,0,40.5745126767,105.083590692,1533.6,6,1.6,-20.9,0.6019,217.05,0.43,-0.18,0.4,349.32,29.79,2.4212,2.4206,2.4219,2.4231,0,0.0787005,1.99812,27.983,84.9914,62.3387,0,7.83404e-05,7.83404e-05,7.83404e-05,7.83404e-05
DATA,2015-10-13,13:42:42,1444765362,800000000,0,40.5745122,105.083591187,1533.7,6,1.6,-20.9,0.6019,217.05,0.24,-0.06,0.49,349.24,29.65,2.4219,2.4212,2.4219,2.4225,0,0.0786938,1.99795,27.9802,84.9867,62.2662,0,0.000156681,7.83404e-05,3.91702e-05,0.000156681
DATA,2015-10-13,13:42:42,1444765362,900000000,0,40.5745117783,105.083591427,1533.6,6,1.6,-20.9,0.6019,217.05,0.15,0.09,0.37,349.26,29.68,2.4212,2.4212,2.4219,2.4225,0,0.0784945,1.99285,27.9769,84.9884,62.3318,0,3.91702e-05,3.91702e-05,3.91702e-05,-1.226e-09
